time_sk,time,dayweek,month,year
21529,10,Wednesday,11,2000
21530,11,Wednesday,11,2000
21531,13,Wednesday,11,2000
21532,14,Wednesday,11,2000
21533,15,Wednesday,11,2000
21534,16,Wednesday,11,2000
21535,17,Wednesday,11,2000
21536,22,Wednesday,11,2000
21537,23,Wednesday,11,2000
21538,00,Friday,10,2000
21539,05,Friday,10,2000
21540,07,Friday,10,2000
21541,09,Friday,10,2000
21542,10,Friday,10,2000
21543,11,Friday,10,2000
21544,14,Friday,10,2000
21545,15,Friday,10,2000
21546,17,Friday,10,2000
21547,18,Friday,10,2000
21548,19,Friday,10,2000
21549,22,Friday,10,2000
21550,00,Monday,10,2000
21551,02,Monday,10,2000
21552,03,Monday,10,2000
21553,06,Monday,10,2000
21554,07,Monday,10,2000
21555,08,Monday,10,2000
21556,10,Monday,10,2000
21557,11,Monday,10,2000
21558,12,Monday,10,2000
21559,13,Monday,10,2000
21560,14,Monday,10,2000
21561,15,Monday,10,2000
21562,16,Monday,10,2000
21563,19,Monday,10,2000
21564,21,Monday,10,2000
21565,22,Monday,10,2000
21566,01,Saturday,10,2000
21567,02,Saturday,10,2000
21568,04,Saturday,10,2000
21569,05,Saturday,10,2000
21570,10,Saturday,10,2000
21571,11,Saturday,10,2000
21572,12,Saturday,10,2000
21573,13,Saturday,10,2000
21574,19,Saturday,10,2000
21575,20,Saturday,10,2000
21576,01,Sunday,10,2000
21577,03,Sunday,10,2000
21578,04,Sunday,10,2000
21579,05,Sunday,10,2000
21580,07,Sunday,10,2000
21581,08,Sunday,10,2000
21582,09,Sunday,10,2000
21583,11,Sunday,10,2000
21584,12,Sunday,10,2000
21585,13,Sunday,10,2000
21586,14,Sunday,10,2000
21587,15,Sunday,10,2000
21588,16,Sunday,10,2000
21589,18,Sunday,10,2000
21590,19,Sunday,10,2000
21591,01,Thursday,10,2000
21592,04,Thursday,10,2000
21593,10,Thursday,10,2000
21594,13,Thursday,10,2000
21595,14,Thursday,10,2000
21596,15,Thursday,10,2000
21597,16,Thursday,10,2000
21598,17,Thursday,10,2000
21599,18,Thursday,10,2000
21600,19,Thursday,10,2000
21601,20,Thursday,10,2000
21602,22,Thursday,10,2000
21603,23,Thursday,10,2000
21604,04,Tuesday,10,2000
21605,08,Tuesday,10,2000
21606,09,Tuesday,10,2000
21607,10,Tuesday,10,2000
21608,13,Tuesday,10,2000
21609,15,Tuesday,10,2000
21610,16,Tuesday,10,2000
21611,17,Tuesday,10,2000
21612,18,Tuesday,10,2000
21613,19,Tuesday,10,2000
21614,20,Tuesday,10,2000
21615,08,Wednesday,10,2000
21616,09,Wednesday,10,2000
21617,11,Wednesday,10,2000
21618,13,Wednesday,10,2000
21619,14,Wednesday,10,2000
21620,15,Wednesday,10,2000
21621,16,Wednesday,10,2000
21622,19,Wednesday,10,2000
21623,21,Wednesday,10,2000
21624,00,Friday,9,2000
21625,01,Friday,9,2000
21626,06,Friday,9,2000
21627,10,Friday,9,2000
21628,12,Friday,9,2000
21629,14,Friday,9,2000
21630,15,Friday,9,2000
21631,16,Friday,9,2000
21632,17,Friday,9,2000
21633,18,Friday,9,2000
21634,19,Friday,9,2000
21635,20,Friday,9,2000
21636,21,Friday,9,2000
21637,23,Friday,9,2000
21638,06,Monday,9,2000
21639,07,Monday,9,2000
21640,08,Monday,9,2000
21641,09,Monday,9,2000
21642,11,Monday,9,2000
21643,12,Monday,9,2000
21644,14,Monday,9,2000
21645,15,Monday,9,2000
21646,18,Monday,9,2000
21647,20,Monday,9,2000
21648,00,Saturday,9,2000
21649,01,Saturday,9,2000
21650,02,Saturday,9,2000
21651,03,Saturday,9,2000
21652,05,Saturday,9,2000
21653,06,Saturday,9,2000
21654,07,Saturday,9,2000
21655,08,Saturday,9,2000
21656,09,Saturday,9,2000
21657,11,Saturday,9,2000
21658,13,Saturday,9,2000
21659,14,Saturday,9,2000
21660,16,Saturday,9,2000
21661,17,Saturday,9,2000
21662,19,Saturday,9,2000
21663,20,Saturday,9,2000
21664,21,Saturday,9,2000
21665,23,Saturday,9,2000
21666,01,Sunday,9,2000
21667,03,Sunday,9,2000
21668,04,Sunday,9,2000
21669,06,Sunday,9,2000
21670,07,Sunday,9,2000
21671,10,Sunday,9,2000
21672,11,Sunday,9,2000
21673,14,Sunday,9,2000
21674,16,Sunday,9,2000
21675,17,Sunday,9,2000
21676,20,Sunday,9,2000
21677,22,Sunday,9,2000
21678,00,Thursday,9,2000
21679,02,Thursday,9,2000
21680,07,Thursday,9,2000
21681,08,Thursday,9,2000
21682,10,Thursday,9,2000
21683,11,Thursday,9,2000
21684,12,Thursday,9,2000
21685,13,Thursday,9,2000
21686,14,Thursday,9,2000
21687,15,Thursday,9,2000
21688,16,Thursday,9,2000
21689,18,Thursday,9,2000
21690,19,Thursday,9,2000
21691,20,Thursday,9,2000
21692,22,Thursday,9,2000
21693,23,Thursday,9,2000
21694,00,Tuesday,9,2000
21695,07,Tuesday,9,2000
21696,08,Tuesday,9,2000
21697,10,Tuesday,9,2000
21698,12,Tuesday,9,2000
21699,15,Tuesday,9,2000
21700,16,Tuesday,9,2000
21701,17,Tuesday,9,2000
21702,18,Tuesday,9,2000
21703,20,Tuesday,9,2000
21704,21,Tuesday,9,2000
21705,23,Tuesday,9,2000
21706,00,Wednesday,9,2000
21707,07,Wednesday,9,2000
21708,09,Wednesday,9,2000
21709,10,Wednesday,9,2000
21710,11,Wednesday,9,2000
21711,12,Wednesday,9,2000
21712,13,Wednesday,9,2000
21713,14,Wednesday,9,2000
21714,15,Wednesday,9,2000
21715,16,Wednesday,9,2000
21716,17,Wednesday,9,2000
21717,19,Wednesday,9,2000
21718,00,Friday,8,2000
21719,15,Friday,8,2000
21720,16,Friday,8,2000
21721,17,Friday,8,2000
21722,18,Friday,8,2000
21723,20,Friday,8,2000
21724,21,Friday,8,2000
21725,22,Friday,8,2000
21726,02,Monday,8,2000
21727,03,Monday,8,2000
21728,06,Monday,8,2000
21729,07,Monday,8,2000
21730,09,Monday,8,2000
21731,10,Monday,8,2000
21732,11,Monday,8,2000
21733,13,Monday,8,2000
21734,14,Monday,8,2000
21735,15,Monday,8,2000
21736,16,Monday,8,2000
21737,17,Monday,8,2000
21738,18,Monday,8,2000
21739,22,Monday,8,2000
21740,03,Saturday,8,2000
21741,04,Saturday,8,2000
21742,06,Saturday,8,2000
21743,08,Saturday,8,2000
21744,11,Saturday,8,2000
21745,15,Saturday,8,2000
21746,17,Saturday,8,2000
21747,19,Saturday,8,2000
21748,21,Saturday,8,2000
21749,22,Saturday,8,2000
21750,23,Saturday,8,2000
21751,02,Sunday,8,2000
21752,04,Sunday,8,2000
21753,06,Sunday,8,2000
21754,12,Sunday,8,2000
21755,13,Sunday,8,2000
21756,14,Sunday,8,2000
21757,15,Sunday,8,2000
21758,16,Sunday,8,2000
21759,18,Sunday,8,2000
21760,19,Sunday,8,2000
21761,20,Sunday,8,2000
21762,21,Sunday,8,2000
21763,22,Sunday,8,2000
21764,01,Thursday,8,2000
21765,06,Thursday,8,2000
21766,07,Thursday,8,2000
21767,08,Thursday,8,2000
21768,09,Thursday,8,2000
21769,13,Thursday,8,2000
21770,14,Thursday,8,2000
21771,16,Thursday,8,2000
21772,18,Thursday,8,2000
21773,19,Thursday,8,2000
21774,21,Thursday,8,2000
21775,23,Thursday,8,2000
21776,07,Tuesday,8,2000
21777,08,Tuesday,8,2000
21778,09,Tuesday,8,2000
21779,10,Tuesday,8,2000
21780,11,Tuesday,8,2000
21781,13,Tuesday,8,2000
21782,14,Tuesday,8,2000
21783,15,Tuesday,8,2000
21784,16,Tuesday,8,2000
21785,21,Tuesday,8,2000
21786,03,Wednesday,8,2000
21787,06,Wednesday,8,2000
21788,07,Wednesday,8,2000
21789,08,Wednesday,8,2000
21790,09,Wednesday,8,2000
21791,11,Wednesday,8,2000
21792,14,Wednesday,8,2000
21793,15,Wednesday,8,2000
21794,16,Wednesday,8,2000
21795,17,Wednesday,8,2000
21796,22,Wednesday,8,2000
21797,23,Wednesday,8,2000
21798,00,Friday,7,2000
21799,02,Friday,7,2000
21800,03,Friday,7,2000
21801,07,Friday,7,2000
21802,08,Friday,7,2000
21803,11,Friday,7,2000
21804,13,Friday,7,2000
21805,14,Friday,7,2000
21806,17,Friday,7,2000
21807,18,Friday,7,2000
21808,19,Friday,7,2000
21809,21,Friday,7,2000
21810,22,Friday,7,2000
21811,02,Monday,7,2000
21812,05,Monday,7,2000
21813,07,Monday,7,2000
21814,08,Monday,7,2000
21815,09,Monday,7,2000
21816,10,Monday,7,2000
21817,12,Monday,7,2000
21818,14,Monday,7,2000
21819,15,Monday,7,2000
21820,16,Monday,7,2000
21821,17,Monday,7,2000
21822,19,Monday,7,2000
21823,20,Monday,7,2000
21824,00,Saturday,7,2000
21825,01,Saturday,7,2000
21826,03,Saturday,7,2000
21827,05,Saturday,7,2000
21828,06,Saturday,7,2000
21829,08,Saturday,7,2000
21830,10,Saturday,7,2000
21831,12,Saturday,7,2000
21832,13,Saturday,7,2000
21833,14,Saturday,7,2000
21834,15,Saturday,7,2000
21835,17,Saturday,7,2000
21836,18,Saturday,7,2000
21837,19,Saturday,7,2000
21838,20,Saturday,7,2000
21839,22,Saturday,7,2000
21840,23,Saturday,7,2000
21841,00,Sunday,7,2000
21842,01,Sunday,7,2000
21843,02,Sunday,7,2000
21844,04,Sunday,7,2000
21845,06,Sunday,7,2000
21846,08,Sunday,7,2000
21847,12,Sunday,7,2000
21848,13,Sunday,7,2000
21849,14,Sunday,7,2000
21850,15,Sunday,7,2000
21851,16,Sunday,7,2000
21852,17,Sunday,7,2000
21853,18,Sunday,7,2000
21854,19,Sunday,7,2000
21855,20,Sunday,7,2000
21856,21,Sunday,7,2000
21857,22,Sunday,7,2000
21858,23,Sunday,7,2000
21859,00,Thursday,7,2000
21860,06,Thursday,7,2000
21861,09,Thursday,7,2000
21862,10,Thursday,7,2000
21863,12,Thursday,7,2000
21864,14,Thursday,7,2000
21865,15,Thursday,7,2000
21866,17,Thursday,7,2000
21867,18,Thursday,7,2000
21868,19,Thursday,7,2000
21869,20,Thursday,7,2000
21870,21,Thursday,7,2000
21871,22,Thursday,7,2000
21872,23,Thursday,7,2000
21873,06,Tuesday,7,2000
21874,07,Tuesday,7,2000
21875,08,Tuesday,7,2000
21876,09,Tuesday,7,2000
21877,11,Tuesday,7,2000
21878,13,Tuesday,7,2000
21879,16,Tuesday,7,2000
21880,17,Tuesday,7,2000
21881,18,Tuesday,7,2000
21882,19,Tuesday,7,2000
21883,05,Wednesday,7,2000
21884,08,Wednesday,7,2000
21885,11,Wednesday,7,2000
21886,15,Wednesday,7,2000
21887,18,Wednesday,7,2000
21888,19,Wednesday,7,2000
21889,20,Wednesday,7,2000
21890,22,Wednesday,7,2000
21891,00,Friday,6,2000
21892,01,Friday,6,2000
21893,06,Friday,6,2000
21894,07,Friday,6,2000
21895,09,Friday,6,2000
21896,10,Friday,6,2000
21897,11,Friday,6,2000
21898,12,Friday,6,2000
21899,13,Friday,6,2000
21900,14,Friday,6,2000
21901,15,Friday,6,2000
21902,16,Friday,6,2000
21903,17,Friday,6,2000
21904,18,Friday,6,2000
21905,19,Friday,6,2000
21906,20,Friday,6,2000
21907,21,Friday,6,2000
21908,22,Friday,6,2000
21909,23,Friday,6,2000
21910,01,Monday,6,2000
21911,07,Monday,6,2000
21912,08,Monday,6,2000
21913,13,Monday,6,2000
21914,17,Monday,6,2000
21915,18,Monday,6,2000
21916,22,Monday,6,2000
21917,01,Saturday,6,2000
21918,02,Saturday,6,2000
21919,03,Saturday,6,2000
21920,04,Saturday,6,2000
21921,05,Saturday,6,2000
21922,06,Saturday,6,2000
21923,14,Saturday,6,2000
21924,19,Saturday,6,2000
21925,20,Saturday,6,2000
21926,22,Saturday,6,2000
21927,23,Saturday,6,2000
21928,01,Sunday,6,2000
21929,03,Sunday,6,2000
21930,04,Sunday,6,2000
21931,06,Sunday,6,2000
21932,09,Sunday,6,2000
21933,10,Sunday,6,2000
21934,13,Sunday,6,2000
21935,16,Sunday,6,2000
21936,19,Sunday,6,2000
21937,23,Sunday,6,2000
21938,00,Thursday,6,2000
21939,04,Thursday,6,2000
21940,05,Thursday,6,2000
21941,08,Thursday,6,2000
21942,09,Thursday,6,2000
21943,13,Thursday,6,2000
21944,14,Thursday,6,2000
21945,15,Thursday,6,2000
21946,16,Thursday,6,2000
21947,17,Thursday,6,2000
21948,18,Thursday,6,2000
21949,20,Thursday,6,2000
21950,22,Thursday,6,2000
21951,05,Tuesday,6,2000
21952,06,Tuesday,6,2000
21953,07,Tuesday,6,2000
21954,09,Tuesday,6,2000
21955,10,Tuesday,6,2000
21956,12,Tuesday,6,2000
21957,13,Tuesday,6,2000
21958,18,Tuesday,6,2000
21959,19,Tuesday,6,2000
21960,01,Wednesday,6,2000
21961,09,Wednesday,6,2000
21962,11,Wednesday,6,2000
21963,13,Wednesday,6,2000
21964,15,Wednesday,6,2000
21965,16,Wednesday,6,2000
21966,17,Wednesday,6,2000
21967,18,Wednesday,6,2000
21968,19,Wednesday,6,2000
21969,21,Wednesday,6,2000
21970,22,Wednesday,6,2000
21971,00,Friday,5,2000
21972,05,Friday,5,2000
21973,06,Friday,5,2000
21974,07,Friday,5,2000
21975,09,Friday,5,2000
21976,10,Friday,5,2000
21977,12,Friday,5,2000
21978,13,Friday,5,2000
21979,15,Friday,5,2000
21980,16,Friday,5,2000
21981,18,Friday,5,2000
21982,20,Friday,5,2000
21983,22,Friday,5,2000
21984,03,Monday,5,2000
21985,08,Monday,5,2000
21986,10,Monday,5,2000
21987,11,Monday,5,2000
21988,12,Monday,5,2000
21989,13,Monday,5,2000
21990,14,Monday,5,2000
21991,15,Monday,5,2000
21992,16,Monday,5,2000
21993,17,Monday,5,2000
21994,18,Monday,5,2000
21995,00,Saturday,5,2000
21996,02,Saturday,5,2000
21997,03,Saturday,5,2000
21998,05,Saturday,5,2000
21999,06,Saturday,5,2000
22000,09,Saturday,5,2000
22001,10,Saturday,5,2000
22002,15,Saturday,5,2000
22003,16,Saturday,5,2000
22004,18,Saturday,5,2000
22005,19,Saturday,5,2000
22006,20,Saturday,5,2000
22007,03,Sunday,5,2000
22008,04,Sunday,5,2000
22009,09,Sunday,5,2000
22010,11,Sunday,5,2000
22011,12,Sunday,5,2000
22012,13,Sunday,5,2000
22013,14,Sunday,5,2000
22014,16,Sunday,5,2000
22015,17,Sunday,5,2000
22016,19,Sunday,5,2000
22017,20,Sunday,5,2000
22018,22,Sunday,5,2000
22019,23,Sunday,5,2000
22020,02,Thursday,5,2000
22021,06,Thursday,5,2000
22022,08,Thursday,5,2000
22023,09,Thursday,5,2000
22024,10,Thursday,5,2000
22025,11,Thursday,5,2000
22026,12,Thursday,5,2000
22027,13,Thursday,5,2000
22028,14,Thursday,5,2000
22029,15,Thursday,5,2000
22030,18,Thursday,5,2000
22031,19,Thursday,5,2000
22032,22,Thursday,5,2000
22033,01,Tuesday,5,2000
22034,05,Tuesday,5,2000
22035,06,Tuesday,5,2000
22036,07,Tuesday,5,2000
22037,10,Tuesday,5,2000
22038,12,Tuesday,5,2000
22039,14,Tuesday,5,2000
22040,15,Tuesday,5,2000
22041,16,Tuesday,5,2000
22042,17,Tuesday,5,2000
22043,18,Tuesday,5,2000
22044,19,Tuesday,5,2000
22045,20,Tuesday,5,2000
22046,23,Tuesday,5,2000
22047,02,Wednesday,5,2000
22048,06,Wednesday,5,2000
22049,07,Wednesday,5,2000
22050,09,Wednesday,5,2000
22051,10,Wednesday,5,2000
22052,11,Wednesday,5,2000
22053,12,Wednesday,5,2000
22054,14,Wednesday,5,2000
22055,15,Wednesday,5,2000
22056,16,Wednesday,5,2000
22057,17,Wednesday,5,2000
22058,18,Wednesday,5,2000
22059,19,Wednesday,5,2000
22060,20,Wednesday,5,2000
22061,21,Wednesday,5,2000
22062,22,Wednesday,5,2000
22063,23,Wednesday,5,2000
22064,00,Friday,4,2000
22065,01,Friday,4,2000
22066,02,Friday,4,2000
22067,04,Friday,4,2000
22068,05,Friday,4,2000
22069,08,Friday,4,2000
22070,09,Friday,4,2000
22071,10,Friday,4,2000
22072,13,Friday,4,2000
22073,14,Friday,4,2000
22074,15,Friday,4,2000
22075,16,Friday,4,2000
22076,18,Friday,4,2000
22077,19,Friday,4,2000
22078,21,Friday,4,2000
22079,04,Monday,4,2000
22080,07,Monday,4,2000
22081,08,Monday,4,2000
22082,09,Monday,4,2000
22083,11,Monday,4,2000
22084,17,Monday,4,2000
22085,19,Monday,4,2000
22086,20,Monday,4,2000
22087,22,Monday,4,2000
22088,00,Saturday,4,2000
22089,01,Saturday,4,2000
22090,02,Saturday,4,2000
22091,03,Saturday,4,2000
22092,04,Saturday,4,2000
22093,07,Saturday,4,2000
22094,09,Saturday,4,2000
22095,10,Saturday,4,2000
22096,11,Saturday,4,2000
22097,13,Saturday,4,2000
22098,16,Saturday,4,2000
22099,17,Saturday,4,2000
22100,18,Saturday,4,2000
22101,20,Saturday,4,2000
22102,21,Saturday,4,2000
22103,22,Saturday,4,2000
22104,23,Saturday,4,2000
22105,01,Sunday,4,2000
22106,02,Sunday,4,2000
22107,06,Sunday,4,2000
22108,08,Sunday,4,2000
22109,10,Sunday,4,2000
22110,11,Sunday,4,2000
22111,13,Sunday,4,2000
22112,14,Sunday,4,2000
22113,15,Sunday,4,2000
22114,16,Sunday,4,2000
22115,17,Sunday,4,2000
22116,19,Sunday,4,2000
22117,00,Thursday,4,2000
22118,03,Thursday,4,2000
22119,05,Thursday,4,2000
22120,10,Thursday,4,2000
22121,11,Thursday,4,2000
22122,12,Thursday,4,2000
22123,14,Thursday,4,2000
22124,15,Thursday,4,2000
22125,16,Thursday,4,2000
22126,17,Thursday,4,2000
22127,18,Thursday,4,2000
22128,19,Thursday,4,2000
22129,23,Thursday,4,2000
22130,00,Tuesday,4,2000
22131,07,Tuesday,4,2000
22132,08,Tuesday,4,2000
22133,10,Tuesday,4,2000
22134,13,Tuesday,4,2000
22135,15,Tuesday,4,2000
22136,16,Tuesday,4,2000
22137,17,Tuesday,4,2000
22138,19,Tuesday,4,2000
22139,20,Tuesday,4,2000
22140,01,Wednesday,4,2000
22141,08,Wednesday,4,2000
22142,12,Wednesday,4,2000
22143,13,Wednesday,4,2000
22144,15,Wednesday,4,2000
22145,16,Wednesday,4,2000
22146,17,Wednesday,4,2000
22147,18,Wednesday,4,2000
22148,20,Wednesday,4,2000
22149,23,Wednesday,4,2000
22150,00,Friday,3,2000
22151,03,Friday,3,2000
22152,05,Friday,3,2000
22153,07,Friday,3,2000
22154,09,Friday,3,2000
22155,10,Friday,3,2000
22156,13,Friday,3,2000
22157,14,Friday,3,2000
22158,15,Friday,3,2000
22159,16,Friday,3,2000
22160,17,Friday,3,2000
22161,18,Friday,3,2000
22162,19,Friday,3,2000
22163,20,Friday,3,2000
22164,21,Friday,3,2000
22165,22,Friday,3,2000
22166,23,Friday,3,2000
22167,,Friday,3,2000
22168,05,Monday,3,2000
22169,08,Monday,3,2000
22170,09,Monday,3,2000
22171,13,Monday,3,2000
22172,14,Monday,3,2000
22173,15,Monday,3,2000
22174,19,Monday,3,2000
22175,20,Monday,3,2000
22176,21,Monday,3,2000
22177,00,Saturday,3,2000
22178,01,Saturday,3,2000
22179,02,Saturday,3,2000
22180,04,Saturday,3,2000
22181,05,Saturday,3,2000
22182,06,Saturday,3,2000
22183,07,Saturday,3,2000
22184,08,Saturday,3,2000
22185,10,Saturday,3,2000
22186,11,Saturday,3,2000
22187,14,Saturday,3,2000
22188,16,Saturday,3,2000
22189,18,Saturday,3,2000
22190,19,Saturday,3,2000
22191,23,Saturday,3,2000
22192,01,Sunday,3,2000
22193,02,Sunday,3,2000
22194,03,Sunday,3,2000
22195,04,Sunday,3,2000
22196,05,Sunday,3,2000
22197,11,Sunday,3,2000
22198,14,Sunday,3,2000
22199,15,Sunday,3,2000
22200,16,Sunday,3,2000
22201,18,Sunday,3,2000
22202,19,Sunday,3,2000
22203,21,Sunday,3,2000
22204,22,Sunday,3,2000
22205,23,Sunday,3,2000
22206,02,Thursday,3,2000
22207,05,Thursday,3,2000
22208,06,Thursday,3,2000
22209,08,Thursday,3,2000
22210,10,Thursday,3,2000
22211,12,Thursday,3,2000
22212,13,Thursday,3,2000
22213,14,Thursday,3,2000
22214,15,Thursday,3,2000
22215,17,Thursday,3,2000
22216,19,Thursday,3,2000
22217,20,Thursday,3,2000
22218,21,Thursday,3,2000
22219,23,Thursday,3,2000
22220,06,Tuesday,3,2000
22221,07,Tuesday,3,2000
22222,08,Tuesday,3,2000
22223,10,Tuesday,3,2000
22224,11,Tuesday,3,2000
22225,14,Tuesday,3,2000
22226,15,Tuesday,3,2000
22227,16,Tuesday,3,2000
22228,17,Tuesday,3,2000
22229,18,Tuesday,3,2000
22230,19,Tuesday,3,2000
22231,20,Tuesday,3,2000
22232,01,Wednesday,3,2000
22233,05,Wednesday,3,2000
22234,06,Wednesday,3,2000
22235,07,Wednesday,3,2000
22236,08,Wednesday,3,2000
22237,09,Wednesday,3,2000
22238,11,Wednesday,3,2000
22239,13,Wednesday,3,2000
22240,14,Wednesday,3,2000
22241,15,Wednesday,3,2000
22242,16,Wednesday,3,2000
22243,19,Wednesday,3,2000
22244,23,Wednesday,3,2000
22245,00,Friday,2,2000
22246,01,Friday,2,2000
22247,02,Friday,2,2000
22248,06,Friday,2,2000
22249,09,Friday,2,2000
22250,13,Friday,2,2000
22251,15,Friday,2,2000
22252,17,Friday,2,2000
22253,18,Friday,2,2000
22254,20,Friday,2,2000
22255,21,Friday,2,2000
22256,23,Friday,2,2000
22257,01,Monday,2,2000
22258,03,Monday,2,2000
22259,05,Monday,2,2000
22260,06,Monday,2,2000
22261,10,Monday,2,2000
22262,11,Monday,2,2000
22263,12,Monday,2,2000
22264,15,Monday,2,2000
22265,17,Monday,2,2000
22266,18,Monday,2,2000
22267,20,Monday,2,2000
22268,00,Saturday,2,2000
22269,03,Saturday,2,2000
22270,06,Saturday,2,2000
22271,07,Saturday,2,2000
22272,13,Saturday,2,2000
22273,15,Saturday,2,2000
22274,17,Saturday,2,2000
22275,18,Saturday,2,2000
22276,19,Saturday,2,2000
22277,20,Saturday,2,2000
22278,21,Saturday,2,2000
22279,22,Saturday,2,2000
22280,01,Sunday,2,2000
22281,08,Sunday,2,2000
22282,09,Sunday,2,2000
22283,10,Sunday,2,2000
22284,11,Sunday,2,2000
22285,15,Sunday,2,2000
22286,16,Sunday,2,2000
22287,17,Sunday,2,2000
22288,19,Sunday,2,2000
22289,21,Sunday,2,2000
22290,22,Sunday,2,2000
22291,00,Thursday,2,2000
22292,01,Thursday,2,2000
22293,12,Thursday,2,2000
22294,14,Thursday,2,2000
22295,15,Thursday,2,2000
22296,16,Thursday,2,2000
22297,17,Thursday,2,2000
22298,18,Thursday,2,2000
22299,22,Thursday,2,2000
22300,07,Tuesday,2,2000
22301,09,Tuesday,2,2000
22302,10,Tuesday,2,2000
22303,16,Tuesday,2,2000
22304,17,Tuesday,2,2000
22305,19,Tuesday,2,2000
22306,21,Tuesday,2,2000
22307,22,Tuesday,2,2000
22308,00,Wednesday,2,2000
22309,04,Wednesday,2,2000
22310,05,Wednesday,2,2000
22311,09,Wednesday,2,2000
22312,10,Wednesday,2,2000
22313,14,Wednesday,2,2000
22314,15,Wednesday,2,2000
22315,16,Wednesday,2,2000
22316,18,Wednesday,2,2000
22317,19,Wednesday,2,2000
22318,23,Wednesday,2,2000
22319,00,Friday,1,2000
22320,01,Friday,1,2000
22321,03,Friday,1,2000
22322,07,Friday,1,2000
22323,08,Friday,1,2000
22324,09,Friday,1,2000
22325,10,Friday,1,2000
22326,11,Friday,1,2000
22327,13,Friday,1,2000
22328,14,Friday,1,2000
22329,15,Friday,1,2000
22330,17,Friday,1,2000
22331,20,Friday,1,2000
22332,21,Friday,1,2000
22333,22,Friday,1,2000
22334,23,Friday,1,2000
22335,01,Monday,1,2000
22336,02,Monday,1,2000
22337,03,Monday,1,2000
22338,08,Monday,1,2000
22339,09,Monday,1,2000
22340,11,Monday,1,2000
22341,13,Monday,1,2000
22342,16,Monday,1,2000
22343,18,Monday,1,2000
22344,19,Monday,1,2000
22345,23,Monday,1,2000
22346,00,Saturday,1,2000
22347,01,Saturday,1,2000
22348,02,Saturday,1,2000
22349,04,Saturday,1,2000
22350,08,Saturday,1,2000
22351,11,Saturday,1,2000
22352,12,Saturday,1,2000
22353,13,Saturday,1,2000
22354,14,Saturday,1,2000
22355,15,Saturday,1,2000
22356,16,Saturday,1,2000
22357,17,Saturday,1,2000
22358,19,Saturday,1,2000
22359,20,Saturday,1,2000
22360,21,Saturday,1,2000
22361,23,Saturday,1,2000
22362,01,Sunday,1,2000
22363,02,Sunday,1,2000
22364,03,Sunday,1,2000
22365,04,Sunday,1,2000
22366,08,Sunday,1,2000
22367,10,Sunday,1,2000
22368,12,Sunday,1,2000
22369,13,Sunday,1,2000
22370,14,Sunday,1,2000
22371,16,Sunday,1,2000
22372,18,Sunday,1,2000
22373,19,Sunday,1,2000
22374,20,Sunday,1,2000
22375,21,Sunday,1,2000
22376,22,Sunday,1,2000
22377,00,Thursday,1,2000
22378,05,Thursday,1,2000
22379,06,Thursday,1,2000
22380,07,Thursday,1,2000
22381,08,Thursday,1,2000
22382,09,Thursday,1,2000
22383,11,Thursday,1,2000
22384,15,Thursday,1,2000
22385,16,Thursday,1,2000
22386,17,Thursday,1,2000
22387,18,Thursday,1,2000
22388,19,Thursday,1,2000
22389,21,Thursday,1,2000
22390,22,Thursday,1,2000
22391,01,Tuesday,1,2000
22392,04,Tuesday,1,2000
22393,05,Tuesday,1,2000
22394,06,Tuesday,1,2000
22395,07,Tuesday,1,2000
22396,09,Tuesday,1,2000
22397,10,Tuesday,1,2000
22398,11,Tuesday,1,2000
22399,12,Tuesday,1,2000
22400,14,Tuesday,1,2000
22401,15,Tuesday,1,2000
22402,16,Tuesday,1,2000
22403,18,Tuesday,1,2000
22404,22,Tuesday,1,2000
22405,01,Wednesday,1,2000
22406,02,Wednesday,1,2000
22407,08,Wednesday,1,2000
22408,10,Wednesday,1,2000
22409,15,Wednesday,1,2000
22410,16,Wednesday,1,2000
22411,17,Wednesday,1,2000
22412,18,Wednesday,1,2000
22413,22,Wednesday,1,2000
22414,23,Wednesday,1,2000
22415,00,Friday,12,1999
22416,01,Friday,12,1999
22417,05,Friday,12,1999
22418,08,Friday,12,1999
22419,09,Friday,12,1999
22420,11,Friday,12,1999
22421,12,Friday,12,1999
22422,13,Friday,12,1999
22423,15,Friday,12,1999
22424,16,Friday,12,1999
22425,17,Friday,12,1999
22426,18,Friday,12,1999
22427,19,Friday,12,1999
22428,20,Friday,12,1999
22429,22,Friday,12,1999
22430,23,Friday,12,1999
22431,01,Monday,12,1999
22432,02,Monday,12,1999
22433,05,Monday,12,1999
22434,08,Monday,12,1999
22435,09,Monday,12,1999
22436,10,Monday,12,1999
22437,13,Monday,12,1999
22438,14,Monday,12,1999
22439,15,Monday,12,1999
22440,16,Monday,12,1999
22441,17,Monday,12,1999
22442,18,Monday,12,1999
22443,19,Monday,12,1999
22444,21,Monday,12,1999
22445,22,Monday,12,1999
22446,23,Monday,12,1999
22447,01,Saturday,12,1999
22448,02,Saturday,12,1999
22449,04,Saturday,12,1999
22450,05,Saturday,12,1999
22451,06,Saturday,12,1999
22452,09,Saturday,12,1999
22453,11,Saturday,12,1999
22454,12,Saturday,12,1999
22455,13,Saturday,12,1999
22456,15,Saturday,12,1999
22457,16,Saturday,12,1999
22458,18,Saturday,12,1999
22459,21,Saturday,12,1999
22460,00,Sunday,12,1999
22461,03,Sunday,12,1999
22462,06,Sunday,12,1999
22463,07,Sunday,12,1999
